eco	name	pgn	uci_moves	games
A04	Colle System: Rhamphorhynchus Variation	1. Nf3 c5 2. e3 g6 3. d4 Bg7 4. dxc5 Qa5+	['g1f3', 'c7c5', 'e2e3', 'g7g6', 'd2d4', 'f8g7', 'd4c5', 'd8a5']	21662
A04	Modern Defense: Semi-Averbakh Variation, Polish Variation	1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qb6	['g1f3', 'c7c5', 'c2c4', 'g7g6', 'd2d4', 'f8g7', 'e2e4', 'd8b6']	5293
A04	Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation	1. Nf3 c5 2. c4 g6 3. d4 Bg7 4. e4 Qa5+	['g1f3', 'c7c5', 'c2c4', 'g7g6', 'd2d4', 'f8g7', 'e2e4', 'd8a5']	5015
A04	Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation Accepted	1. Nf3 g6 2. d4 Bg7 3. e4 d6 4. c4 c5 5. dxc5 Qa5+	['g1f3', 'g7g6', 'd2d4', 'f8g7', 'e2e4', 'd7d6', 'c2c4', 'c7c5', 'd4c5', 'd8a5']	6850
A04	Zukertort Defense: Kingside Variation	1. Nf3 Nh6 2. d4 g6	['g1f3', 'g8h6', 'd2d4', 'g7g6']	26861
A04	Zukertort Defense: Sicilian Knight Variation	1. Nf3 Na6 2. e4 c5	['g1f3', 'b8a6', 'e2e4', 'c7c5']	38352
A04	Zukertort Opening	1. Nf3	['g1f3']	165881072
A04	Zukertort Opening: Arctic Defense	1. Nf3 f6	['g1f3', 'f7f6']	1010386
A04	Zukertort Opening: Arctic Defense, Drunken Knight Variation	1. Nf3 f6 2. e4 Nh6 3. d4 Nf7	['g1f3', 'f7f6', 'e2e4', 'g8h6', 'd2d4', 'h6f7']	20835
A04	Zukertort Opening: Basman Defense	1. Nf3 h6	['g1f3', 'h7h6']	313422
A04	Zukertort Opening: Black Mustang Defense	1. Nf3 Nc6	['g1f3', 'b8c6']	11578456
A04	Zukertort Opening: Drunken Cavalry Variation	1. Nf3 Na6 2. e4 Nh6	['g1f3', 'b8a6', 'e2e4', 'g8h6']	25822
A04	Zukertort Opening: Dutch Variation	1. Nf3 f5	['g1f3', 'f7f5']	2406960
A04	Zukertort Opening: Herrstrom Gambit	1. Nf3 g5	['g1f3', 'g7g5']	426109
A04	Zukertort Opening: Kingside Fianchetto	1. Nf3 g6	['g1f3', 'g7g6']	9063383
A04	Zukertort Opening: Lisitsyn Gambit	1. Nf3 f5 2. e4	['g1f3', 'f7f5', 'e2e4']	574059
A04	Zukertort Opening: Lisitsyn Gambit Deferred	1. Nf3 f5 2. d3 Nf6 3. e4	['g1f3', 'f7f5', 'd2d3', 'g8f6', 'e2e4']	58600
A04	Zukertort Opening: Pirc Invitation	1. Nf3 d6	['g1f3', 'd7d6']	9256913
A04	Zukertort Opening: Polish Defense	1. Nf3 b5	['g1f3', 'b7b5']	252588
A04	Zukertort Opening: Queen's Gambit Invitation	1. Nf3 e6	['g1f3', 'e7e6']	15662901
A04	Zukertort Opening: Queenside Fianchetto Variation	1. Nf3 b6	['g1f3', 'b7b6']	4557129
A04	Zukertort Opening: Ross Gambit	1. Nf3 e5	['g1f3', 'e7e5']	8890314
A04	Zukertort Opening: Shabalov Gambit	1. Nf3 e6 2. c4 a6 3. Nc3 c5 4. g3 b5	['g1f3', 'e7e6', 'c2c4', 'a7a6', 'b1c3', 'c7c5', 'g2g3', 'b7b5']	871
A04	Zukertort Opening: Sicilian Invitation	1. Nf3 c5	['g1f3', 'c7c5']	15778897
A04	Zukertort Opening: Slav Invitation	1. Nf3 c6	['g1f3', 'c7c6']	7515091
A04	Zukertort Opening: Speelsmet Gambit	1. Nf3 c5 2. d4 cxd4 3. e3	['g1f3', 'c7c5', 'd2d4', 'c5d4', 'e2e3']	380095
A04	Zukertort Opening: St. George Defense	1. Nf3 a6	['g1f3', 'a7a6']	393924
A04	Zukertort Opening: The Walrus	1. Nf3 e5 2. Nxe5 Nc6 3. Nxc6 dxc6	['g1f3', 'e7e5', 'f3e5', 'b8c6', 'e5c6', 'd7c6']	363700
A04	Zukertort Opening: Vos Gambit	1. Nf3 d6 2. d4 e5	['g1f3', 'd7d6', 'd2d4', 'e7e5']	1132944
A04	Zukertort Opening: Wade Defense	1. Nf3 d6 2. e4 Bg4	['g1f3', 'd7d6', 'e2e4', 'c8g4']	1011461
A04	Zukertort Opening: Ware Defense	1. Nf3 a5	['g1f3', 'a7a5']	241457
A05	King's Indian Attack	1. Nf3 Nf6 2. g3 d5	['g1f3', 'g8f6', 'g2g3', 'd7d5']	4448351
A05	King's Indian Attack: Smyslov Variation	1. Nf3 Nf6 2. g3 g6 3. b4	['g1f3', 'g8f6', 'g2g3', 'g7g6', 'b2b4']	22119
A05	King's Indian Attack: Spassky Variation	1. Nf3 Nf6 2. g3 b5	['g1f3', 'g8f6', 'g2g3', 'b7b5']	65423
A05	King's Indian Attack: Symmetrical Defense	1. Nf3 Nf6 2. g3 g6	['g1f3', 'g8f6', 'g2g3', 'g7g6']	3799704
A05	King's Indian Attack: Wahls Defense	1. Nf3 Nf6 2. g3 g6 3. Bg2 Bg7 4. O-O O-O 5. d3 d5	['g1f3', 'g8f6', 'g2g3', 'g7g6', 'f1g2', 'f8g7', 'e1g1', 'e8g8', 'd2d3', 'd7d5']	810979
A05	Polish Opening: Zukertort System	1. Nf3 Nf6 2. b4	['g1f3', 'g8f6', 'b2b4']	76939
A05	Zukertort Opening	1. Nf3 Nf6	['g1f3', 'g8f6']	25671896
A05	Zukertort Opening	1. Nf3 Nf6 2. Nc3 Nc6	['g1f3', 'g8f6', 'b1c3', 'b8c6']	744241
A05	Zukertort Opening: Double Fianchetto Attack	1. Nf3 Nf6 2. g3 g6 3. b3 Bg7 4. Bb2 O-O 5. Bg2 d6 6. O-O	['g1f3', 'g8f6', 'g2g3', 'g7g6', 'b2b3', 'f8g7', 'c1b2', 'e8g8', 'f1g2', 'd7d6', 'e1g1']	172493
A05	Zukertort Opening: Lemberger Gambit	1. Nf3 Nf6 2. e4	['g1f3', 'g8f6', 'e2e4']	5950769
A05	Zukertort Opening: Myers Polish Attack	1. Nf3 Nf6 2. a4 g6 3. b4	['g1f3', 'g8f6', 'a2a4', 'g7g6', 'b2b4']	492
A05	Zukertort Opening: Nimzo-Larsen Variation	1. Nf3 Nf6 2. b3	['g1f3', 'g8f6', 'b2b3']	1386826
A05	Zukertort Opening: Quiet System	1. Nf3 Nf6 2. e3	['g1f3', 'g8f6', 'e2e3']	1730478
A06	Nimzo-Larsen Attack: Classical Variation	1. Nf3 d5 2. b3	['g1f3', 'd7d5', 'b2b3']	2323094
A06	Nimzo-Larsen Attack: Norfolk Gambit	1. Nf3 d5 2. b3 c5 3. e4	['g1f3', 'd7d5', 'b2b3', 'c7c5', 'e2e4']	19732
A06	Nimzo-Larsen Attack: Norfolk Gambit	1. Nf3 d5 2. b3 Nf6 3. Bb2 c5 4. e4	['g1f3', 'd7d5', 'b2b3', 'g8f6', 'c1b2', 'c7c5', 'e2e4']	1206
A06	Zukertort Opening	1. Nf3 d5	['g1f3', 'd7d5']	52294682
A06	Zukertort Opening: Ampel Variation	1. Nf3 d5 2. Rg1	['g1f3', 'd7d5', 'h1g1']	9595
A06	Zukertort Opening: Old Indian Attack	1. Nf3 d5 2. d3	['g1f3', 'd7d5', 'd2d3']	4148065
A06	Zukertort Opening: Pachman Gambit	1. Nf3 d5 2. e3 c5 3. c4 dxc4 4. b3	['g1f3', 'd7d5', 'e2e3', 'c7c5', 'c2c4', 'd5c4', 'b2b3']	112
A06	Zukertort Opening: Regina-Nu Gambit	1. Nf3 d5 2. b3 c5 3. c4 dxc4 4. Nc3	['g1f3', 'd7d5', 'b2b3', 'c7c5', 'c2c4', 'd5c4', 'b1c3']	122
A06	Zukertort Opening: Reversed Mexican Defense	1. Nf3 d5 2. Nc3	['g1f3', 'd7d5', 'b1c3']	3050769
A06	Zukertort Opening: Santasiere's Folly	1. b4 d5 2. Nf3	['b2b4', 'd7d5', 'g1f3']	138100
A06	Zukertort Opening: Tennison Gambit	1. e4 d5 2. Nf3	['e2e4', 'd7d5', 'g1f3']	26900587
A06	Zukertort Opening: The Potato	1. Nf3 d5 2. a4	['g1f3', 'd7d5', 'a2a4']	36503
A07	Hungarian Opening: Wiedenhagen-Beta Gambit	1. g3 d5 2. Nf3 g5	['g2g3', 'd7d5', 'g1f3', 'g7g5']	3786
A07	King's Indian Attack	1. Nf3 d5 2. g3	['g1f3', 'd7d5', 'g2g3']	13364189
A07	King's Indian Attack: Double Fianchetto	1. Nf3 d5 2. g3 g6	['g1f3', 'd7d5', 'g2g3', 'g7g6']	249525
A07	King's Indian Attack: Keres Variation	1. Nf3 d5 2. g3 Bg4	['g1f3', 'd7d5', 'g2g3', 'c8g4']	772673
A07	King's Indian Attack: Keres Variation	1. Nf3 d5 2. g3 Bg4 3. Bg2 Nd7	['g1f3', 'd7d5', 'g2g3', 'c8g4', 'f1g2', 'b8d7']	52436
A07	King's Indian Attack: Omega-Delta Gambit	1. Nf3 d5 2. g3 e5	['g1f3', 'd7d5', 'g2g3', 'e7e5']	489164
A07	King's Indian Attack: Pachman System	1. Nf3 d5 2. g3 g6 3. Bg2 Bg7 4. O-O e5 5. d3 Ne7	['g1f3', 'd7d5', 'g2g3', 'g7g6', 'f1g2', 'f8g7', 'e1g1', 'e7e5', 'd2d3', 'g8e7']	45506
A07	King's Indian Attack: Sicilian Variation	1. Nf3 d5 2. g3 c5	['g1f3', 'd7d5', 'g2g3', 'c7c5']	2595784
A07	King's Indian Attack: Yugoslav Variation	1. Nf3 Nf6 2. g3 d5 3. Bg2 c6 4. O-O Bg4	['g1f3', 'g8f6', 'g2g3', 'd7d5', 'f1g2', 'c7c6', 'e1g1', 'c8g4']	776234
A08	King's Indian Attack: French Variation	1. Nf3 d5 2. g3 c5 3. Bg2 Nc6	['g1f3', 'd7d5', 'g2g3', 'c7c5', 'f1g2', 'b8c6']	2489582
A08	King's Indian Attack: Sicilian Variation	1. e4 e6 2. d3 d5 3. Nd2 Nf6 4. Ngf3 c5 5. g3 Nc6 6. Bg2 Be7 7. O-O O-O 8. Re1	['e2e4', 'e7e6', 'd2d3', 'd7d5', 'b1d2', 'g8f6', 'g1f3', 'c7c5', 'g2g3', 'b8c6', 'f1g2', 'f8e7', 'e1g1', 'e8g8', 'f1e1']	409921
A08	King's Indian Attack: Sicilian Variation	1. Nf3 d5 2. g3 c5 3. Bg2	['g1f3', 'd7d5', 'g2g3', 'c7c5', 'f1g2']	2878978
A08	Zukertort Opening: Grünfeld Reversed	1. Nf3 d5 2. g3 c5 3. Bg2 Nc6 4. d4 e6 5. O-O	['g1f3', 'd7d5', 'g2g3', 'c7c5', 'f1g2', 'b8c6', 'd2d4', 'e7e6', 'e1g1']	476606
A09	Réti Opening	1. Nf3 d5 2. c4	['g1f3', 'd7d5', 'c2c4']	6853255
A09	Réti Opening: Advance Variation	1. Nf3 d5 2. c4 d4	['g1f3', 'd7d5', 'c2c4', 'd5d4']	1268010
A09	Réti Opening: Advance Variation, Michel Gambit	1. Nf3 d5 2. c4 d4 3. b4 c5	['g1f3', 'd7d5', 'c2c4', 'd5d4', 'b2b4', 'c7c5']	37867
A09	Réti Opening: Penguin Variation	1. Nf3 d5 2. c4 d4 3. Rg1	['g1f3', 'd7d5', 'c2c4', 'd5d4', 'h1g1']	23
A09	Réti Opening: Reversed Blumenfeld Gambit	1. Nf3 d5 2. c4 d4 3. e3 c5 4. b4	['g1f3', 'd7d5', 'c2c4', 'd5d4', 'e2e3', 'c7c5', 'b2b4']	137648
A09	Réti Opening: Réti Accepted	1. Nf3 d5 2. c4 dxc4	['g1f3', 'd7d5', 'c2c4', 'd5c4']	1889574
A09	Réti Opening: Réti Gambit, Keres Variation	1. Nf3 d5 2. c4 dxc4 3. e3 Be6	['g1f3', 'd7d5', 'c2c4', 'd5c4', 'e2e3', 'c8e6']	58794
A09	Réti Opening: Zilbermints Gambit	1. Nf3 d5 2. c4 b5	['g1f3', 'd7d5', 'c2c4', 'b7b5']	361
A10	English Opening	1. c4	['c2c4']	155084674
A10	English Opening: Achilles-Omega Gambit	1. c4 Nf6 2. e4	['c2c4', 'g8f6', 'e2e4']	92076
A10	English Opening: Adorjan Defense	1. c4 g6 2. e4 e5	['c2c4', 'g7g6', 'e2e4', 'e7e5']	40145
A10	English Opening: Anglo-Dutch Defense	1. c4 f5	['c2c4', 'f7f5']	2732169
A10	English Opening: Anglo-Dutch Defense, Hickmann Gambit	1. c4 f5 2. e4	['c2c4', 'f7f5', 'e2e4']	28007
A10	English Opening: Anglo-Dutch Variation, Chabanon Gambit	1. c4 f5 2. Nf3 d6 3. e4	['c2c4', 'f7f5', 'g1f3', 'd7d6', 'e2e4']	450
A10	English Opening: Anglo-Dutch Variation, Ferenc Gambit	1. c4 f5 2. Nc3 Nf6 3. e4	['c2c4', 'f7f5', 'b1c3', 'g8f6', 'e2e4']	22394
A10	English Opening: Anglo-Lithuanian Variation	1. c4 Nc6	['c2c4', 'b8c6']	2016804
A10	English Opening: Anglo-Scandinavian Defense	1. c4 d5	['c2c4', 'd7d5']	14399214
A10	English Opening: Anglo-Scandinavian Defense, Löhn Gambit	1. c4 d5 2. cxd5 e6	['c2c4', 'd7d5', 'c4d5', 'e7e6']	255225
A10	English Opening: Anglo-Scandinavian Defense, Malvinas Variation	1. c4 d5 2. cxd5 Qxd5 3. Nc3 Qa5	['c2c4', 'd7d5', 'c4d5', 'd8d5', 'b1c3', 'd5a5']	1152586
A10	English Opening: Anglo-Scandinavian Defense, Schulz Gambit	1. c4 d5 2. cxd5 Nf6	['c2c4', 'd7d5', 'c4d5', 'g8f6']	1013503
A10	English Opening: Great Snake Variation	1. c4 g6	['c2c4', 'g7g6']	9351686
A10	English Opening: Jaenisch Gambit	1. c4 b5	['c2c4', 'b7b5']	625557
A10	English Opening: King's English Variation, Botvinnik System, Prickly Pawn Pass System	1. c4 g6 2. Nc3 Bg7 3. g3 Nf6 4. Bg2 O-O 5. e4 d6 6. Nge2 e5 7. O-O c6 8. d3 a6	['c2c4', 'g7g6', 'b1c3', 'f8g7', 'g2g3', 'g8f6', 'f1g2', 'e8g8', 'e2e4', 'd7d6', 'g1e2', 'e7e5', 'e1g1', 'c7c6', 'd2d3', 'a7a6']	5579
A10	English Opening: Myers Defense	1. c4 g5	['c2c4', 'g7g5']	165070
A10	English Opening: Myers Gambit	1. c4 g5 2. d4 Bg7	['c2c4', 'g7g5', 'd2d4', 'f8g7']	93592
A10	English Opening: Porcupine Variation	1. c4 f5 2. Nc3 Nf6 3. e4 fxe4 4. g4	['c2c4', 'f7f5', 'b1c3', 'g8f6', 'e2e4', 'f5e4', 'g2g4']	1341
A10	English Opening: Wade Gambit	1. c4 f5 2. g4	['c2c4', 'f7f5', 'g2g4']	7941
A10	English Opening: Zilbermints Gambit	1. c4 g5 2. d4 e5	['c2c4', 'g7g5', 'd2d4', 'e7e5']	1895
A11	English Opening: Caro-Kann Defensive System	1. c4 c6	['c2c4', 'c7c6']	8930285
A12	Réti Opening: Anglo-Slav Variation, Bled Variation	1. Nf3 d5 2. b3 Nf6 3. Bb2 g6 4. c4 c6	['g1f3', 'd7d5', 'b2b3', 'g8f6', 'c1b2', 'g7g6', 'c2c4', 'c7c6']	31552
A12	Réti Opening: Anglo-Slav Variation, Bogoljubov Variation	1. Nf3 d5 2. c4 c6 3. b3	['g1f3', 'd7d5', 'c2c4', 'c7c6', 'b2b3']	286374
A12	Réti Opening: Anglo-Slav Variation, Bogoljubov Variation	1. Nf3 d5 2. c4 c6 3. b3 Bg4	['g1f3', 'd7d5', 'c2c4', 'c7c6', 'b2b3', 'c8g4']	20107
A12	Réti Opening: Anglo-Slav Variation, Bogoljubov Variation	1. Nf3 Nf6 2. c4 c6 3. b3 d5 4. Bb2	['g1f3', 'g8f6', 'c2c4', 'c7c6', 'b2b3', 'd7d5', 'c1b2']	175753
A12	Réti Opening: Anglo-Slav Variation, Capablanca Variation	1. c4 Nf6 2. Nf3 c6 3. b3 d5 4. Bb2 Bg4	['c2c4', 'g8f6', 'g1f3', 'c7c6', 'b2b3', 'd7d5', 'c1b2', 'c8g4']	33817
A12	Réti Opening: Anglo-Slav Variation, London Defensive System	1. c4 Nf6 2. g3 c6 3. Nf3 d5 4. b3 Bf5	['c2c4', 'g8f6', 'g2g3', 'c7c6', 'g1f3', 'd7d5', 'b2b3', 'c8f5']	19708
A12	Réti Opening: Anglo-Slav Variation, New York System	1. Nf3 Nf6 2. c4 c6 3. b3 d5 4. Bb2 Bf5	['g1f3', 'g8f6', 'c2c4', 'c7c6', 'b2b3', 'd7d5', 'c1b2', 'c8f5']	65040
A12	Réti Opening: Anglo-Slav Variation, Torre System	1. c4 Nf6 2. g3 c6 3. Nf3 d5 4. b3 Bg4	['c2c4', 'g8f6', 'g2g3', 'c7c6', 'g1f3', 'd7d5', 'b2b3', 'c8g4']	12441
A13	English Opening: Agincourt Defense	1. c4 e6	['c2c4', 'e7e6']	16747029
A13	English Opening: Agincourt Defense	1. c4 e6 2. Nf3	['c2c4', 'e7e6', 'g1f3']	2731437
A13	English Opening: Agincourt Defense	1. c4 e6 2. Nf3 d5	['c2c4', 'e7e6', 'g1f3', 'd7d5']	2401528
A13	English Opening: Agincourt Defense, Bogoljubov Defense	1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Bd6	['g1f3', 'g8f6', 'c2c4', 'e7e6', 'g2g3', 'd7d5', 'f1g2', 'f8d6']	44739
A13	English Opening: Agincourt Defense, Catalan Defense	1. Nf3 d5 2. c4 e6 3. g3 b6 4. Bg2 Bb7 5. O-O	['g1f3', 'd7d5', 'c2c4', 'e7e6', 'g2g3', 'b7b6', 'f1g2', 'c8b7', 'e1g1']	22254
A13	English Opening: Agincourt Defense, Catalan Defense	1. Nf3 d5 2. c4 e6 3. g3 c5	['g1f3', 'd7d5', 'c2c4', 'e7e6', 'g2g3', 'c7c5']	88888
A13	English Opening: Agincourt Defense, Catalan Defense Accepted	1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 dxc4	['g1f3', 'g8f6', 'c2c4', 'e7e6', 'g2g3', 'd7d5', 'f1g2', 'd5c4']	270258
A13	English Opening: Agincourt Defense, Catalan Defense, Semi-Slav Defense	1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 c6	['g1f3', 'g8f6', 'c2c4', 'e7e6', 'g2g3', 'd7d5', 'f1g2', 'c7c6']	669762
A13	English Opening: Agincourt Defense, Kurajica Defense	1. Nf3 d5 2. c4 e6 3. g3 c6	['g1f3', 'd7d5', 'c2c4', 'e7e6', 'g2g3', 'c7c6']	188857
A13	English Opening: Agincourt Defense, Tarrasch Defense	1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. b3 c5 5. Bg2 Nc6 6. O-O Be7	['g1f3', 'g8f6', 'c2c4', 'e7e6', 'g2g3', 'd7d5', 'b2b3', 'c7c5', 'f1g2', 'b8c6', 'e1g1', 'f8e7']	21397
A13	English Opening: Agincourt Defense, Wimpy System	1. Nf3 Nf6 2. c4 e6 3. b3 d5 4. Bb2 c5 5. e3	['g1f3', 'g8f6', 'c2c4', 'e7e6', 'b2b3', 'd7d5', 'c1b2', 'c7c5', 'e2e3']	158186
A13	English Opening: Neo-Catalan	1. Nf3 Nf6 2. c4 e6 3. g3 d5	['g1f3', 'g8f6', 'c2c4', 'e7e6', 'g2g3', 'd7d5']	754948
A13	English Opening: Neo-Catalan Declined	1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7	['g1f3', 'g8f6', 'c2c4', 'e7e6', 'g2g3', 'd7d5', 'f1g2', 'f8e7']	554634
A13	English Opening: Romanishin Gambit	1. Nf3 Nf6 2. c4 e6 3. g3 a6 4. Bg2 b5	['g1f3', 'g8f6', 'c2c4', 'e7e6', 'g2g3', 'a7a6', 'f1g2', 'b7b5']	5545
A14	English Opening: Agincourt Defense, Keres Defense	1. c4 c5 2. Nf3 Nf6 3. Nc3 e6 4. g3 d5 5. cxd5 Nxd5 6. Bg2 Nc6 7. O-O Be7	['c2c4', 'c7c5', 'g1f3', 'g8f6', 'b1c3', 'e7e6', 'g2g3', 'd7d5', 'c4d5', 'f6d5', 'f1g2', 'b8c6', 'e1g1', 'f8e7']	28240
A14	English Opening: Agincourt Defense, Neo-Catalan Declined	1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7 5. O-O	['g1f3', 'g8f6', 'c2c4', 'e7e6', 'g2g3', 'd7d5', 'f1g2', 'f8e7', 'e1g1']	676672
A14	Réti Opening: Anglo-Slav Variation, Bogoljubov Variation, Stonewall Line	1. Nf3 d5 2. c4 e6 3. g3 Nf6 4. Bg2 Be7 5. O-O O-O 6. b3 c6 7. Bb2	['g1f3', 'd7d5', 'c2c4', 'e7e6', 'g2g3', 'g8f6', 'f1g2', 'f8e7', 'e1g1', 'e8g8', 'b2b3', 'c7c6', 'c1b2']	218428
A15	English Opening: Anglo-Indian Defense	1. c4 Nf6	['c2c4', 'g8f6']	25546197
A15	English Opening: Anglo-Indian Defense, Anti-Anti-Grünfeld	1. Nf3 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4	['g1f3', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'f8g7', 'e2e4']	498934
A15	English Opening: Anglo-Indian Defense, Grünfeld Formation	1. c4 Nf6 2. Nf3 g6 3. g3 d5	['c2c4', 'g8f6', 'g1f3', 'g7g6', 'g2g3', 'd7d5']	26003
A15	English Opening: Anglo-Indian Defense, King's Indian Formation	1. Nf3 Nf6 2. c4 g6	['g1f3', 'g8f6', 'c2c4', 'g7g6']	2321028
A15	English Opening: Anglo-Indian Defense, King's Indian Formation, Double Fianchetto	1. Nf3 Nf6 2. c4 b6 3. g3 Bb7 4. Bg2 g6	['g1f3', 'g8f6', 'c2c4', 'b7b6', 'g2g3', 'c8b7', 'f1g2', 'g7g6']	26927
A15	English Opening: Anglo-Indian Defense, King's Knight Variation	1. Nf3 Nf6 2. c4	['g1f3', 'g8f6', 'c2c4']	5685795
A15	English Opening: Anglo-Indian Defense, Old Indian Formation	1. Nf3 Nf6 2. c4 d6	['g1f3', 'g8f6', 'c2c4', 'd7d6']	625093
A15	English Opening: Anglo-Indian Defense, Queen's Indian Formation	1. Nf3 Nf6 2. c4 b6	['g1f3', 'g8f6', 'c2c4', 'b7b6']	137328
A15	English Opening: Anglo-Indian Defense, Queen's Indian Formation	1. Nf3 Nf6 2. c4 e6 3. g3 b6 4. Bg2 Bb7	['g1f3', 'g8f6', 'c2c4', 'e7e6', 'g2g3', 'b7b6', 'f1g2', 'c8b7']	223506
A15	English Opening: Anglo-Indian Defense, Romanishin Variation	1. Nf3 Nf6 2. c4 e6 3. g3 a6	['g1f3', 'g8f6', 'c2c4', 'e7e6', 'g2g3', 'a7a6']	6517
A15	English Opening: Anglo-Indian Defense, Scandinavian Defense	1. Nf3 Nf6 2. c4 d5	['g1f3', 'g8f6', 'c2c4', 'd7d5']	1163706
A15	English Opening: Anglo-Indian Defense, Scandinavian Defense, Exchange Variation	1. Nf3 Nf6 2. c4 d5 3. cxd5 Nxd5	['g1f3', 'g8f6', 'c2c4', 'd7d5', 'c4d5', 'f6d5']	494808
A15	English Opening: Anglo-Indian Defense, Slav Formation	1. Nf3 Nf6 2. c4 g6 3. g3 c6	['g1f3', 'g8f6', 'c2c4', 'g7g6', 'g2g3', 'c7c6']	17865
A15	English Orangutan	1. c4 Nf6 2. b4	['c2c4', 'g8f6', 'b2b4']	90339
A16	English Opening: Anglo-Grünfeld Defense	1. c4 Nf6 2. Nc3 d5	['c2c4', 'g8f6', 'b1c3', 'd7d5']	1274459
A16	English Opening: Anglo-Grünfeld Defense, Korchnoi Variation	1. Nf3 Nf6 2. c4 g6 3. Nc3 d5 4. cxd5 Nxd5 5. g3 Bg7 6. Bg2 e5	['g1f3', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'd7d5', 'c4d5', 'f6d5', 'g2g3', 'f8g7', 'f1g2', 'e7e5']	1173
A16	English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation	1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. Nf3	['c2c4', 'g8f6', 'b1c3', 'd7d5', 'c4d5', 'f6d5', 'g1f3']	349922
A16	English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation	1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. g3 g6 5. Bg2 Nb6	['c2c4', 'g8f6', 'b1c3', 'd7d5', 'c4d5', 'f6d5', 'g2g3', 'g7g6', 'f1g2', 'd5b6']	31528
A16	English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation	1. c4 Nf6 2. Nc3 d5 3. cxd5 Nxd5 4. g3 g6 5. Bg2 Nxc3	['c2c4', 'g8f6', 'b1c3', 'd7d5', 'c4d5', 'f6d5', 'g2g3', 'g7g6', 'f1g2', 'd5c3']	68471
A16	English Opening: Anglo-Indian Defense, Queen's Knight Variation	1. c4 Nf6 2. Nc3	['c2c4', 'g8f6', 'b1c3']	15154057
A17	English Opening: Anglo-Indian Defense, Hedgehog System	1. c4 Nf6 2. Nc3 e6	['c2c4', 'g8f6', 'b1c3', 'e7e6']	5419882
A17	English Opening: Anglo-Indian Defense, Nimzo-English	1. Nf3 Nf6 2. c4 e6 3. Nc3 Bb4	['g1f3', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4']	178411
A17	English Opening: Anglo-Indian Defense, Queen's Indian Formation	1. c4 Nf6 2. Nc3 e6 3. Nf3 b6	['c2c4', 'g8f6', 'b1c3', 'e7e6', 'g1f3', 'b7b6']	98317
A17	English Opening: Anglo-Indian Defense, Queen's Indian Variation	1. c4 Nf6 2. Nc3 e6 3. Nf3 b6 4. e4 Bb7 5. Bd3	['c2c4', 'g8f6', 'b1c3', 'e7e6', 'g1f3', 'b7b6', 'e2e4', 'c8b7', 'f1d3']	6007
A17	English Opening: Anglo-Indian Defense, Zvjaginsev-Krasenkow Attack	1. c4 Nf6 2. Nc3 e6 3. Nf3 Bb4 4. g4	['c2c4', 'g8f6', 'b1c3', 'e7e6', 'g1f3', 'f8b4', 'g2g4']	1834
A18	English Opening: Mikenas-Carls Variation	1. c4 Nf6 2. Nc3 e6 3. e4	['c2c4', 'g8f6', 'b1c3', 'e7e6', 'e2e4']	1426984
A18	English Opening: Mikenas-Carls Variation	1. c4 Nf6 2. Nc3 e6 3. e4 Nc6	['c2c4', 'g8f6', 'b1c3', 'e7e6', 'e2e4', 'b8c6']	85341
A18	English Opening: Mikenas-Carls Variation	1. c4 Nf6 2. Nc3 e6 3. e4 d5 4. e5	['c2c4', 'g8f6', 'b1c3', 'e7e6', 'e2e4', 'd7d5', 'e4e5']	356098
A19	English Opening: Anglo-Indian Defense, Flohr-Mikenas-Carls Variation, Nei Gambit	1. c4 Nf6 2. Nc3 e6 3. e4 c5 4. e5 Ng8	['c2c4', 'g8f6', 'b1c3', 'e7e6', 'e2e4', 'c7c5', 'e4e5', 'f6g8']	97055
A19	English Opening: Mikenas-Carls, Sicilian	1. c4 Nf6 2. Nc3 e6 3. e4 c5	['c2c4', 'g8f6', 'b1c3', 'e7e6', 'e2e4', 'c7c5']	348303
A20	English Opening: Drill Variation	1. c4 e5 2. g3 h5	['c2c4', 'e7e5', 'g2g3', 'h7h5']	19727
A20	English Opening: King's English Variation	1. c4 e5	['c2c4', 'e7e5']	46155104
A20	English Opening: King's English Variation, Kahiko-Hula Gambit	1. c4 e5 2. e3 Nf6 3. f4 exf4 4. Nf3	['c2c4', 'e7e5', 'e2e3', 'g8f6', 'f2f4', 'e5f4', 'g1f3']	271
